Date,Close_^GSPC,High_^GSPC,Low_^GSPC,Open_^GSPC,Volume_^GSPC
2016-10-13,2144.2900390625,2149.18994140625,2114.719970703125,2130.260009765625,16096310000
2016-10-20,2139.429931640625,2154.7900390625,2130.090087890625,2142.510009765625,17689980000
2016-10-27,2097.93994140625,2147.1298828125,2094.0,2144.06005859375,20992540000
2016-11-03,2163.260009765625,2170.10009765625,2083.7900390625,2098.800048828125,21663170000
2016-11-10,2176.93994140625,2182.300048828125,2151.169921875,2167.489990234375,25222120000
2016-11-17,2204.719970703125,2204.800048828125,2176.64990234375,2178.610107421875,18384500000
2016-11-24,2198.81005859375,2214.10009765625,2198.14990234375,2206.27001953125,14347280000
2016-12-01,2241.35009765625,2241.6298828125,2187.43994140625,2200.169921875,21109730000
2016-12-08,2253.280029296875,2277.530029296875,2237.570068359375,2241.1298828125,20413880000
2016-12-15,2265.179931640625,2272.56005859375,2253.77001953125,2253.77001953125,19516310000
2016-12-22,2249.919921875,2273.820068359375,2249.110107421875,2262.929931640625,9294380000
2016-12-29,2270.75,2272.820068359375,2233.6201171875,2249.5,12552150000
2017-01-05,2275.320068359375,2282.10009765625,2260.449951171875,2268.179931640625,17612530000
2017-01-12,2271.889892578125,2278.679931640625,2254.25,2271.139892578125,13461520000
2017-01-19,2298.3701171875,2299.550048828125,2257.02001953125,2271.89990234375,17526770000
2017-01-26,2279.550048828125,2300.989990234375,2267.2099609375,2298.6298828125,18352890000
2017-02-02,2294.669921875,2299.39990234375,2271.64990234375,2276.68994140625,17592530000
2017-02-09,2349.25,2351.300048828125,2296.610107421875,2296.699951171875,17844480000
2017-02-16,2362.820068359375,2366.7099609375,2338.8701171875,2349.639892578125,14253420000
2017-02-23,2395.9599609375,2400.97998046875,2352.8701171875,2367.5,19998950000
2017-03-02,2362.97998046875,2394.75,2361.010009765625,2394.75,17972880000
2017-03-09,2385.260009765625,2390.010009765625,2354.5400390625,2363.489990234375,17402750000
2017-03-16,2348.449951171875,2388.10009765625,2336.449951171875,2387.7099609375,19464310000
2017-03-23,2361.1298828125,2363.780029296875,2322.25,2345.969970703125,15960020000
2017-03-30,2352.949951171875,2378.360107421875,2344.72998046875,2361.31005859375,16924140000
2017-04-06,2344.929931640625,2366.3701171875,2337.25,2353.7900390625,15372720000
2017-04-13,2338.169921875,2352.6298828125,2328.949951171875,2341.97998046875,12766640000
2017-04-20,2387.449951171875,2398.159912109375,2340.909912109375,2342.68994140625,19001490000
2017-04-27,2388.1298828125,2394.489990234375,2379.75,2389.699951171875,18780910000
2017-05-04,2399.6298828125,2403.8701171875,2380.35009765625,2389.7900390625,18648300000
2017-05-11,2357.030029296875,2405.77001953125,2356.2099609375,2394.840087890625,18108980000
2017-05-18,2404.389892578125,2405.580078125,2352.719970703125,2354.68994140625,17933520000
2017-05-25,2411.800048828125,2418.7099609375,2403.590087890625,2409.5400390625,14069040000
2017-06-01,2433.139892578125,2440.22998046875,2413.5400390625,2415.64990234375,17195810000
2017-06-08,2437.919921875,2446.199951171875,2415.699951171875,2434.27001953125,18634560000
2017-06-15,2435.610107421875,2453.820068359375,2418.530029296875,2424.139892578125,18964730000
2017-06-22,2440.68994140625,2450.419921875,2419.3798828125,2437.39990234375,19048120000
2017-06-29,2432.5400390625,2442.72998046875,2405.699951171875,2442.3798828125,12505220000
2017-07-06,2443.25,2445.760009765625,2407.699951171875,2423.43994140625,15593680000
2017-07-13,2473.830078125,2473.830078125,2441.68994140625,2444.989990234375,14645450000
2017-07-20,2477.830078125,2481.68994140625,2465.06005859375,2475.56005859375,17024810000
2017-07-27,2477.570068359375,2484.0400390625,2459.929931640625,2482.760009765625,17771930000
2017-08-03,2474.02001953125,2490.8701171875,2462.080078125,2476.030029296875,16495960000
2017-08-10,2468.110107421875,2474.929931640625,2437.75,2465.3798828125,15500970000
2017-08-17,2444.0400390625,2465.02001953125,2417.35009765625,2462.949951171875,14973510000
2017-08-24,2457.590087890625,2460.31005859375,2428.199951171875,2447.909912109375,13503190000
2017-08-31,2465.5400390625,2480.3798828125,2446.550048828125,2462.64990234375,12969030000
2017-09-07,2498.3701171875,2498.3701171875,2459.39990234375,2468.06005859375,16573250000
2017-09-14,2508.239990234375,2508.85009765625,2491.35009765625,2494.56005859375,18328470000
2017-09-21,2507.0400390625,2511.75,2488.030029296875,2507.159912109375,15713940000
2017-09-28,2537.739990234375,2540.530029296875,2502.929931640625,2503.409912109375,15713910000
2017-10-05,2555.239990234375,2555.239990234375,2540.02001953125,2540.860107421875,14398870000
2017-10-12,2561.260009765625,2564.110107421875,2548.31005859375,2552.8798828125,15126990000
2017-10-19,2557.14990234375,2578.2900390625,2544.0,2553.389892578125,16949570000
2017-10-26,2579.360107421875,2588.39990234375,2559.800048828125,2560.080078125,19133700000
2017-11-02,2594.3798828125,2597.02001953125,2566.169921875,2579.4599609375,18874460000
2017-11-09,2564.6201171875,2587.659912109375,2557.449951171875,2584.0,17969210000
2017-11-16,2597.080078125,2601.18994140625,2572.949951171875,2572.949951171875,15778810000
2017-11-23,2626.070068359375,2634.889892578125,2598.8701171875,2600.419921875,11987580000
2017-11-30,2629.27001953125,2665.18994140625,2605.52001953125,2633.929931640625,19743120000
2017-12-07,2662.85009765625,2671.8798828125,2626.530029296875,2628.3798828125,16702560000
2017-12-14,2679.25,2694.969970703125,2652.010009765625,2665.8701171875,19561350000
2017-12-21,2682.6201171875,2692.639892578125,2677.9599609375,2683.02001953125,9867720000
2017-12-28,2713.06005859375,2714.3701171875,2673.610107421875,2686.10009765625,11564110000
2018-01-04,2748.22998046875,2759.139892578125,2719.070068359375,2719.31005859375,17230140000
2018-01-11,2802.56005859375,2807.5400390625,2752.780029296875,2752.969970703125,15386130000
2018-01-18,2837.5400390625,2852.969970703125,2792.56005859375,2802.39990234375,18537420000
2018-01-25,2823.81005859375,2872.8701171875,2813.0400390625,2846.239990234375,19223540000
2018-02-01,2681.659912109375,2835.9599609375,2593.070068359375,2816.449951171875,24192090000
2018-02-08,2698.6298828125,2702.10009765625,2532.68994140625,2685.010009765625,22608650000
2018-02-15,2701.330078125,2754.419921875,2689.820068359375,2713.4599609375,14779020000
2018-02-22,2713.830078125,2789.14990234375,2697.77001953125,2710.419921875,18354210000
2018-03-01,2726.800048828125,2732.080078125,2647.320068359375,2715.219970703125,18935100000
2018-03-08,2749.47998046875,2801.89990234375,2722.64990234375,2732.75,16518790000
2018-03-15,2711.929931640625,2763.030029296875,2694.590087890625,2754.27001953125,19007680000
2018-03-22,2605.0,2695.679931640625,2585.889892578125,2691.360107421875,18769960000
2018-03-29,2644.68994140625,2659.070068359375,2553.800048828125,2614.409912109375,13973210000
2018-04-05,2642.18994140625,2672.080078125,2586.27001953125,2657.360107421875,16252610000
2018-04-12,2708.639892578125,2717.489990234375,2645.050048828125,2653.830078125,15752830000
2018-04-19,2639.39990234375,2702.840087890625,2612.669921875,2701.159912109375,17113470000
2018-04-26,2635.669921875,2682.8701171875,2625.409912109375,2651.64990234375,18284780000
2018-05-03,2697.7900390625,2701.27001953125,2594.6201171875,2628.080078125,18128350000
2018-05-10,2722.4599609375,2742.10009765625,2701.909912109375,2705.02001953125,15789520000
2018-05-17,2733.2900390625,2742.239990234375,2709.179931640625,2719.7099609375,16632200000
2018-05-24,2724.010009765625,2731.969970703125,2676.81005859375,2730.93994140625,13610810000
2018-05-31,2772.35009765625,2772.389892578125,2700.679931640625,2720.97998046875,18531830000
2018-06-07,2775.6298828125,2791.469970703125,2760.159912109375,2774.840087890625,17399530000
2018-06-14,2767.320068359375,2789.06005859375,2743.18994140625,2783.2099609375,19312340000
2018-06-21,2699.6298828125,2769.280029296875,2698.669921875,2769.280029296875,19840860000
2018-06-28,2713.219970703125,2743.260009765625,2691.989990234375,2698.68994140625,12054400000
2018-07-05,2774.02001953125,2795.580078125,2716.02001953125,2724.18994140625,14706790000
2018-07-12,2815.6201171875,2816.760009765625,2781.530029296875,2783.139892578125,14450360000
2018-07-19,2846.070068359375,2848.030029296875,2795.139892578125,2809.3701171875,16464910000
2018-07-26,2813.360107421875,2845.570068359375,2798.110107421875,2835.489990234375,17771090000
2018-08-02,2857.699951171875,2863.429931640625,2796.340087890625,2800.47998046875,15587600000
2018-08-09,2818.3701171875,2862.47998046875,2802.489990234375,2857.18994140625,16148580000
2018-08-16,2861.820068359375,2873.22998046875,2831.43994140625,2831.43994140625,14902050000
2018-08-23,2914.0400390625,2916.5,2854.030029296875,2860.2900390625,13685820000
2018-08-30,2888.60009765625,2912.4599609375,2876.919921875,2908.93994140625,12033870000
2018-09-06,2888.919921875,2894.64990234375,2864.1201171875,2888.639892578125,15117700000
2018-09-13,2907.949951171875,2912.360107421875,2886.159912109375,2896.85009765625,15815130000
2018-09-20,2905.969970703125,2940.909912109375,2903.280029296875,2919.72998046875,19199440000
2018-09-27,2925.510009765625,2939.860107421875,2907.5,2911.64990234375,16997060000
2018-10-04,2785.679931640625,2919.780029296875,2784.860107421875,2919.35009765625,18318960000
2018-10-11,2809.2099609375,2816.93994140625,2710.510009765625,2776.8701171875,19072610000
2018-10-18,2656.10009765625,2806.0400390625,2651.889892578125,2802.0,19676890000
2018-10-25,2711.739990234375,2736.68994140625,2603.5400390625,2674.8798828125,24428500000
2018-11-01,2813.889892578125,2815.14990234375,2700.43994140625,2717.580078125,20115270000
2018-11-08,2701.580078125,2814.75,2685.75,2806.3798828125,19966030000
2018-11-15,2649.929931640625,2746.75,2631.52001953125,2693.52001953125,19617090000
2018-11-22,2743.7900390625,2744.0,2631.090087890625,2633.360107421875,12654120000
2018-11-29,2700.06005859375,2800.179931640625,2697.179931640625,2736.969970703125,17004800000
2018-12-06,2651.070068359375,2708.5400390625,2583.22998046875,2663.510009765625,21578290000
2018-12-13,2506.9599609375,2670.18994140625,2488.9599609375,2658.699951171875,22376150000
2018-12-20,2467.699951171875,2509.6298828125,2346.580078125,2496.77001953125,20141080000
2018-12-27,2510.030029296875,2520.27001953125,2397.93994140625,2442.5,15062530000
2019-01-03,2584.9599609375,2595.320068359375,2443.9599609375,2491.919921875,20434890000
2019-01-10,2616.10009765625,2625.760009765625,2562.02001953125,2573.510009765625,18341490000
2019-01-17,2638.699951171875,2675.469970703125,2606.360107421875,2609.280029296875,15094140000
2019-01-24,2681.050048828125,2690.43994140625,2624.06005859375,2638.840087890625,18302390000
2019-01-31,2731.610107421875,2738.97998046875,2678.64990234375,2685.489990234375,19189950000
2019-02-07,2753.030029296875,2761.85009765625,2681.830078125,2717.530029296875,18686810000
2019-02-14,2784.699951171875,2789.8798828125,2731.22998046875,2743.5,14934170000
2019-02-21,2792.3798828125,2813.489990234375,2764.550048828125,2780.239990234375,18335860000
2019-02-28,2771.449951171875,2816.8798828125,2767.659912109375,2788.110107421875,19822020000
2019-03-07,2810.919921875,2821.239990234375,2722.27001953125,2766.530029296875,18335890000
2019-03-14,2824.22998046875,2852.419921875,2803.4599609375,2810.3798828125,20526120000
2019-03-21,2805.3701171875,2860.31005859375,2785.02001953125,2819.719970703125,17983430000
2019-03-28,2873.39990234375,2885.25,2798.77001953125,2809.39990234375,17335280000
2019-04-04,2888.2099609375,2895.949951171875,2867.139892578125,2873.989990234375,15375880000
2019-04-11,2900.449951171875,2918.0,2881.989990234375,2891.919921875,16862450000
2019-04-18,2927.25,2936.830078125,2891.89990234375,2904.81005859375,13660190000
2019-04-25,2923.72998046875,2954.1298828125,2912.840087890625,2928.989990234375,17463880000
2019-05-02,2879.419921875,2947.85009765625,2862.60009765625,2922.159912109375,17698900000
2019-05-09,2850.9599609375,2891.31005859375,2801.429931640625,2859.840087890625,17621860000
2019-05-16,2856.27001953125,2892.14990234375,2831.2900390625,2855.800048828125,16365310000
2019-05-23,2783.02001953125,2841.360107421875,2766.06005859375,2836.699951171875,14636640000
2019-05-30,2826.14990234375,2827.280029296875,2728.81005859375,2786.93994140625,18595950000
2019-06-06,2879.840087890625,2910.610107421875,2822.449951171875,2828.510009765625,16490280000
2019-06-13,2926.4599609375,2931.739990234375,2879.6201171875,2886.239990234375,15663610000
2019-06-20,2913.780029296875,2964.14990234375,2912.989990234375,2949.60009765625,19174340000
2019-06-27,2995.820068359375,2995.840087890625,2918.570068359375,2919.659912109375,17298070000
2019-07-04,2993.070068359375,3002.97998046875,2963.43994140625,2984.25,11548170000
2019-07-11,2984.419921875,3017.800048828125,2984.25,2999.6201171875,15498630000
2019-07-18,3019.56005859375,3019.590087890625,2973.090087890625,2978.8701171875,16438940000
2019-07-25,2980.3798828125,3027.97998046875,2958.080078125,3016.260009765625,18400810000
2019-08-01,2883.97998046875,3013.590087890625,2822.1201171875,2980.320068359375,21888830000
2019-08-08,2840.60009765625,2943.31005859375,2839.639892578125,2896.2099609375,18986290000
2019-08-15,2924.429931640625,2931.0,2825.510009765625,2846.199951171875,16871100000
2019-08-22,2887.93994140625,2939.080078125,2834.969970703125,2930.93994140625,16335940000
2019-08-29,2937.780029296875,2940.429931640625,2891.85009765625,2910.3701171875,12782790000
2019-09-05,3000.929931640625,3000.929931640625,2957.010009765625,2960.60009765625,19470470000
2019-09-12,3006.72998046875,3020.739990234375,2978.570068359375,3009.080078125,18771910000
2019-09-19,2984.8701171875,3021.989990234375,2952.860107421875,3010.360107421875,19760350000
2019-09-26,2887.610107421875,2992.530029296875,2874.929931640625,2985.72998046875,17055450000
2019-10-03,2919.39990234375,2959.75,2855.93994140625,2885.3798828125,15585830000
2019-10-10,2989.68994140625,3003.280029296875,2917.1201171875,2918.550048828125,15950400000
2019-10-17,3004.52001953125,3014.570068359375,2976.31005859375,3000.77001953125,16585540000
2019-10-24,3046.77001953125,3050.10009765625,3000.419921875,3014.780029296875,17974630000
2019-10-31,3076.780029296875,3085.199951171875,3023.18994140625,3046.89990234375,21239740000
2019-11-07,3094.0400390625,3102.610107421875,3073.580078125,3087.02001953125,17710550000
2019-11-14,3108.4599609375,3127.639892578125,3083.260009765625,3090.75,17736710000
2019-11-21,3153.6298828125,3154.260009765625,3094.550048828125,3108.489990234375,18129510000
2019-11-28,3112.760009765625,3150.300048828125,3070.330078125,3147.179931640625,12403730000
2019-12-05,3141.6298828125,3150.60009765625,3103.760009765625,3119.2099609375,16848220000
2019-12-12,3191.139892578125,3198.47998046875,3138.469970703125,3141.22998046875,19703940000
2019-12-19,3223.3798828125,3227.780029296875,3192.320068359375,3192.320068359375,14602900000
2019-12-26,3230.780029296875,3247.929931640625,3212.030029296875,3227.199951171875,10510170000
2020-01-02,3253.050048828125,3267.070068359375,3214.639892578125,3244.669921875,17809840000
2020-01-09,3289.2900390625,3298.659912109375,3260.860107421875,3266.030029296875,17724310000
2020-01-16,3321.75,3337.77001953125,3302.820068359375,3302.969970703125,14995420000
2020-01-23,3273.39990234375,3333.179931640625,3234.5,3315.77001953125,18438360000
2020-01-30,3334.68994140625,3337.580078125,3214.679931640625,3256.449951171875,20198890000
2020-02-06,3379.449951171875,3381.469970703125,3317.77001953125,3344.919921875,18777750000
2020-02-13,3386.14990234375,3393.52001953125,3355.610107421875,3365.89990234375,14285190000
2020-02-20,3116.389892578125,3389.14990234375,3108.989990234375,3380.449951171875,23860530000
2020-02-27,3130.1201171875,3136.719970703125,2855.840087890625,3062.5400390625,33465140000
2020-03-05,2741.3798828125,3083.0400390625,2707.219970703125,3075.699951171875,35649060000
2020-03-12,2398.10009765625,2711.330078125,2280.52001953125,2630.860107421875,42124880000
2020-03-19,2475.56005859375,2571.419921875,2191.860107421875,2393.47998046875,40284590000
2020-03-26,2470.5,2641.389892578125,2447.489990234375,2501.2900390625,32259990000
2020-04-02,2749.97998046875,2760.75,2455.7900390625,2458.5400390625,31891120000
2020-04-09,2783.360107421875,2851.85009765625,2721.169921875,2776.989990234375,24042810000
2020-04-16,2799.31005859375,2879.219970703125,2727.10009765625,2799.340087890625,26468180000
2020-04-23,2939.510009765625,2954.860107421875,2791.760009765625,2810.419921875,28697070000
2020-04-30,2848.419921875,2930.909912109375,2797.85009765625,2930.909912109375,26073580000
2020-05-07,2820.0,2945.820068359375,2793.14990234375,2878.260009765625,26145830000
2020-05-14,2971.610107421875,2980.2900390625,2766.639892578125,2794.5400390625,27522210000
2020-05-21,3036.1298828125,3036.25,2933.590087890625,2969.949951171875,21193980000
2020-05-28,3122.8701171875,3130.93994140625,2998.610107421875,3046.610107421875,28631450000
2020-06-04,3190.139892578125,3233.1298828125,3090.409912109375,3111.56005859375,36598690000
2020-06-11,3113.489990234375,3153.449951171875,2965.659912109375,3123.530029296875,29046390000
2020-06-18,3050.330078125,3155.530029296875,3032.1298828125,3101.639892578125,27791560000
2020-06-25,3115.860107421875,3128.43994140625,2999.739990234375,3046.60009765625,26584590000
2020-07-02,3169.93994140625,3184.14990234375,3124.52001953125,3143.639892578125,18465520000
2020-07-09,3226.56005859375,3238.280029296875,3115.699951171875,3176.169921875,23464250000
2020-07-16,3276.02001953125,3279.320068359375,3198.590087890625,3208.360107421875,20788820000
2020-07-23,3258.43994140625,3279.989990234375,3200.050048828125,3271.639892578125,20487860000
2020-07-30,3327.77001953125,3330.77001953125,3204.1298828125,3231.760009765625,22660830000
2020-08-06,3380.35009765625,3387.889892578125,3318.139892578125,3323.169921875,21369670000
2020-08-13,3374.85009765625,3399.5400390625,3361.639892578125,3372.949951171875,17448150000
2020-08-20,3478.72998046875,3481.070068359375,3354.68994140625,3360.47998046875,18087640000
2020-08-27,3580.840087890625,3588.110107421875,3468.35009765625,3485.139892578125,20569810000
2020-09-03,3398.9599609375,3564.85009765625,3329.27001953125,3564.739990234375,17977400000
2020-09-10,3385.489990234375,3428.919921875,3310.469970703125,3412.56005859375,20534390000
2020-09-17,3236.919921875,3375.169921875,3229.10009765625,3346.860107421875,24645470000
2020-09-24,3363.0,3393.56005859375,3209.449951171875,3226.139892578125,20756390000
2020-10-01,3419.43994140625,3431.56005859375,3323.68994140625,3385.8701171875,20012380000
2020-10-08,3488.669921875,3549.85009765625,3428.14990234375,3434.280029296875,18717100000
2020-10-15,3435.56005859375,3515.760009765625,3419.929931640625,3453.719970703125,20525470000
2020-10-22,3271.030029296875,3466.4599609375,3268.889892578125,3438.5,20928240000
2020-10-29,3443.43994140625,3486.25,3233.93994140625,3277.169921875,23102260000
2020-11-05,3572.659912109375,3645.989990234375,3484.340087890625,3485.739990234375,28944150000
2020-11-12,3567.7900390625,3628.510009765625,3518.580078125,3562.669921875,25021740000
2020-11-19,3629.64990234375,3642.31005859375,3543.840087890625,3559.409912109375,24848020000
2020-11-26,3669.010009765625,3678.449951171875,3594.389892578125,3638.550048828125,19546530000
2020-12-03,3672.820068359375,3712.389892578125,3657.169921875,3668.280029296875,24786650000
2020-12-10,3701.169921875,3711.27001953125,3633.39990234375,3659.1298828125,22111920000
2020-12-17,3690.010009765625,3726.699951171875,3636.47998046875,3713.64990234375,23870960000
2020-12-24,3732.0400390625,3756.1201171875,3689.320068359375,3694.030029296875,11967380000
2020-12-31,3748.139892578125,3783.0400390625,3662.7099609375,3733.27001953125,18849170000
2021-01-07,3809.840087890625,3826.68994140625,3764.7099609375,3764.7099609375,23935090000
2021-01-14,3851.85009765625,3859.75,3749.6201171875,3814.97998046875,20148930000
2021-01-21,3750.77001953125,3870.89990234375,3732.47998046875,3857.4599609375,32727510000
2021-01-28,3830.169921875,3847.510009765625,3694.1201171875,3755.75,29451330000
2021-02-04,3909.8798828125,3931.5,3836.659912109375,3836.659912109375,23812460000
2021-02-11,3931.330078125,3950.429931640625,3890.389892578125,3916.39990234375,18515660000
2021-02-18,3925.429931640625,3930.409912109375,3805.590087890625,3915.860107421875,27865470000
